rank,eng,deu,fra,ita,nld,por,spa
1135,woman,Frau,femme,donna,vrouw,mulher,mujer
1141,middle,Mitte,milieu,mezzo,midden,meio,medio
1143,cable,Kabel,câble,cavo,kabel,cabo,cable
1147,division,Abteilung,division,divisione,afdeling,divisão,división
1150,object,Gegenstand,objet,oggetto,voorwerp,objeto,objeto
1152,appropriate,angemessen,approprié,appropriato,passend,apropriado,apropiado
1153,machine,Maschine,machine,macchina,machine,máquina,máquina
1154,logo,Logo,logo,logo,logo,logótipo,logotipo
1155,length,Länge,longueur,lunghezza,lengte,comprimento,longitud
1157,nice,nett,gentil,carino,aardig,simpático,agradable
1158,score,Ergebnis,score,punteggio,score,pontuação,puntuación
1160,client,Kunde,client,cliente,klant,cliente,cliente
1163,capital,Hauptstadt,capitale,capitale,hoofdstad,capital,capital
1164,follow,folgen,suivre,seguire,volgen,seguir,seguir
1165,sample,Probe,échantillon,campione,monster,amostra,muestra
1166,investment,Investition,investissement,investimento,investering,investimento,inversión
1172,culture,Kultur,culture,cultura,cultuur,cultura,cultura
1173,band,Band,groupe,gruppo,band,banda,banda
1178,choice,Wahl,choix,scelta,keuze,escolha,elección
1181,registration,Anmeldung,inscription,registrazione,registratie,inscrição,inscripción
1183,thursday,Donnerstag,jeudi,giovedì,donderdag,quinta-feira,jueves
1185,consumer,Verbraucher,consommateur,consumatore,consument,consumidor,consumidor
1187,airport,Flughafen,aéroport,aeroporto,luchthaven,aeroporto,aeropuerto
1188,foreign,ausländisch,étranger,straniero,buitenlands,estrangeiro,extranjero
1189,artist,Künstler,artiste,artista,kunstenaar,artista,artista
1191,furniture,Möbel,meuble,mobile,meubel,móvel,mueble
1193,channel,Kanal,chaîne,canale,kanaal,canal,canal
1194,letter,Brief,lettre,lettera,brief,carta,carta
1199,structure,Struktur,structure,struttura,structuur,estrutura,estructura
1200,fund,Fonds,fonds,fondo,fonds,fundo,fondo
1201,summer,Sommer,été,estate,zomer,verão,verano
1202,allow,erlauben,permettre,permettere,toestaan,permitir,permitir
1203,degree,Grad,degré,grado,graad,grau,grado
1205,button,Knopf,bouton,bottone,knoop,botão,botón
1207,homes,Haus,maison,casa,huis,casa,casa
1210,male,männlich,masculin,maschio,mannelijk,masculino,masculino
1213,custom,Brauch,coutume,usanza,gewoonte,costume,costumbre
1216,located,gelegen,situé,situato,gelegen,situado,situado
1217,multiple,mehrfach,multiple,multiplo,meervoudig,múltiplo,múltiple
1218,asian,asiatisch,asiatique,asiatico,Aziatisch,asiático,asiático
1219,distribution,Verteilung,distribution,distribuzione,verdeling,distribuição,distribución
1220,editor,Redakteur,rédacteur,redattore,redacteur,editor,editor
1222,industrial,industriell,industriel,industriale,industrieel,industrial,industrial
1224,potential,Potenzial,potentiel,potenziale,potentieel,potencial,potencial
1230,focus,Fokus,concentration,concentrazione,focus,foco,foco
1231,late,spät,tard,tardi,laat,tarde,tarde
1233,featured,vorgestellt,vedette,in evidenza,uitgelicht,destacado,destacado
1234,idea,Idee,idée,idea,idee,ideia,idea
1235,rooms,Zimmer,chambre,stanza,kamer,quarto,habitación
1236,female,weiblich,féminin,femmina,vrouwelijk,feminino,femenino
1237,responsible,verantwortlich,responsable,responsabile,verantwoordelijk,responsável,responsable
1239,communications,Kommunikation,communication,comunicazione,communicatie,comunicação,comunicación
1240,win,gewinnen,gagner,vincere,winnen,ganhar,ganar
1241,associated,verbunden,associé,associato,geassocieerd,associado,asociado
1243,primary,primär,primaire,primario,primair,primário,primario
1244,cancer,Krebs,cancer,cancro,kanker,cancro,cáncer
1246,reason,Grund,raison,ragione,reden,razão,razón
1247,tool,Werkzeug,outil,strumento,gereedschap,ferramenta,herramienta
1248,browser,Browser,navigateur,browser,browser,navegador,navegador
1249,spring,Frühling,printemps,primavera,lente,primavera,primavera
1251,answer,Antwort,réponse,risposta,antwoord,resposta,respuesta
1252,voice,Stimme,voix,voce,stem,voz,voz
1254,friendly,freundlich,amical,amichevole,vriendelijk,amigável,amistoso
1255,schedule,Zeitplan,horaire,orario,rooster,horário,horario
1256,documents,Dokument,document,documento,document,documento,documento
1257,communication,Kommunikation,communication,comunicazione,communicatie,comunicação,comunicación
1258,purpose,Zweck,but,scopo,doel,propósito,propósito
1259,feature,Merkmal,caractéristique,caratteristica,kenmerk,característica,característica
1260,bed,Bett,lit,letto,bed,cama,cama
1262,police,Polizei,police,polizia,politie,polícia,policía
1264,independent,unabhängig,indépendant,indipendente,onafhankelijk,independente,independiente
1266,approach,Ansatz,approche,approccio,benadering,abordagem,enfoque
1267,cameras,Kamera,caméra,fotocamera,camera,câmara,cámara
1268,brown,braun,marron,marrone,bruin,castanho,marrón
1269,physical,körperlich,physique,fisico,fysiek,físico,físico
1272,maps,Karte,carte,mappa,kaart,mapa,mapa
1273,medicine,Medizin,médecine,medicina,geneeskunde,medicina,medicina
1278,forms,Formular,formulaire,modulo,formulier,formulário,formulario
1279,glass,Glas,verre,vetro,glas,vidro,vidrio
1280,happy,glücklich,heureux,felice,gelukkig,feliz,feliz
1284,developed,entwickelt,développé,sviluppato,ontwikkeld,desenvolvido,desarrollado
1285,thank,danken,remercier,ringraziare,bedanken,agradecer,agradecer
1286,safe,sicher,sûr,sicuro,veilig,seguro,seguro
1287,unique,einzigartig,unique,unico,uniek,único,único
1288,survey,Umfrage,enquête,sondaggio,enquête,inquérito,encuesta
1290,telephone,Telefon,téléphone,telefono,telefoon,telefone,teléfono
1291,sport,Sport,sport,sport,sport,desporto,deporte
1292,ready,bereit,prêt,pronto,klaar,pronto,listo
1294,animal,Tier,animal,animale,dier,animal,animal
1295,sources,Quelle,source,fonte,bron,fonte,fuente
1297,population,Bevölkerung,population,popolazione,bevolking,população,población
1299,regular,regelmäßig,régulier,regolare,regelmatig,regular,regular
1300,secure,sicher,sûr,sicuro,veilig,seguro,seguro
1301,navigation,Navigation,navigation,navigazione,navigatie,navegação,navegación
1306,evidence,Beweis,preuve,prova,bewijs,prova,prueba
1307,station,Bahnhof,gare,stazione,station,estação,estación
1311,favorite,Favorit,favori,favorito,favoriet,favorito,favorito
1312,understand,verstehen,comprendre,capire,begrijpen,compreender,comprender
1313,option,Option,option,opzione,optie,opção,opción
1315,valley,Tal,vallée,valle,vallei,vale,valle
1319,rentals,Miete,location,affitto,verhuur,aluguer,alquiler
1320,sea,Meer,mer,mare,zee,mar,mar
1322,publications,Veröffentlichung,publication,pubblicazione,publicatie,publicação,publicación
1323,blood,Blut,sang,sangue,bloed,sangue,sangre
1326,improve,verbessern,améliorer,migliorare,verbeteren,melhorar,mejorar
1327,connection,Verbindung,connexion,connessione,verbinding,conexão,conexión
1328,publisher,Verleger,éditeur,editore,uitgever,editor,editor
1333,earth,Erde,terre,terra,aarde,terra,tierra
1337,transfer,übertragen,transférer,trasferire,overdragen,transferir,transferir
1338,introduction,Einführung,introduction,introduzione,inleiding,introdução,introducción
1339,kitchen,Küche,cuisine,cucina,keuken,cozinha,cocina
1340,strong,stark,fort,forte,sterk,forte,fuerte
1343,wedding,Hochzeit,mariage,matrimonio,bruiloft,casamento,boda
1345,hospital,Krankenhaus,hôpital,ospedale,ziekenhuis,hospital,hospital
1346,ground,Boden,sol,suolo,grond,solo,suelo
1347,overview,Überblick,aperçu,panoramica,overzicht,panorama,resumen
1348,ship,Schiff,navire,nave,schip,navio,barco
1349,accommodation,Unterkunft,hébergement,alloggio,accommodatie,alojamento,alojamiento
1351,disease,Krankheit,maladie,malattia,ziekte,doença,enfermedad
1353,excellent,ausgezeichnet,excellent,eccellente,uitstekend,excelente,excelente
1356,perfect,perfekt,parfait,perfetto,perfect,perfeito,perfecto
1357,hair,Haar,cheveu,capello,haar,cabelo,cabello
1358,opportunity,Gelegenheit,opportunité,opportunità,gelegenheid,oportunidade,oportunidad
1360,classic,klassisch,classique,classico,klassiek,clássico,clásico
1362,command,Befehl,commande,comando,bevel,comando,comando
1368,distance,Entfernung,distance,distanza,afstand,distância,distancia
1369,tree,Baum,arbre,albero,boom,árvore,árbol
1371,assessment,Bewertung,évaluation,valutazione,beoordeling,avaliação,evaluación
1372,ensure,sicherstellen,assurer,garantire,verzekeren,garantir,asegurar
1378,extra,zusätzlich,supplémentaire,extra,extra,extra,adicional
1380,interface,Schnittstelle,interface,interfaccia,interface,interface,interfaz
1383,budget,Budget,budget,bilancio,budget,orçamento,presupuesto
1386,success,Erfolg,succès,successo,succes,sucesso,éxito
1387,maximum,Maximum,maximum,massimo,maximum,máximo,máximo
1389,operation,Betrieb,opération,operazione,operatie,operação,operación
1393,boy,Junge,garçon,ragazzo,jongen,rapaz,niño
1395,patients,Patient,patient,paziente,patiënt,paciente,paciente
1397,beautiful,schön,beau,bello,mooi,bonito,hermoso
1398,warning,Warnung,avertissement,avvertimento,waarschuwing,aviso,advertencia
1399,wine,Wein,vin,vino,wijn,vinho,vino
1401,horse,Pferd,cheval,cavallo,paard,cavalo,caballo
1402,vote,wählen,voter,votare,stemmen,votar,votar
1404,flowers,Blume,fleur,fiore,bloem,flor,flor
1405,stars,Stern,étoile,stella,ster,estrela,estrella
1406,significant,bedeutend,significatif,significativo,significant,significativo,significativo
1408,technologies,Technologie,technologie,tecnologia,technologie,tecnologia,tecnología
1409,owner,Eigentümer,propriétaire,proprietario,eigenaar,proprietário,propietario
1411,animals,Tier,animal,animale,dier,animal,animal
1412,useful,nützlich,utile,utile,nuttig,útil,útil
1414,manufacturer,Hersteller,fabricant,produttore,fabrikant,fabricante,fabricante
1417,son,Sohn,fils,figlio,zoon,filho,hijo
1419,rule,Regel,règle,regola,regel,regra,regla
1421,housing,Wohnung,logement,alloggio,huisvesting,habitação,vivienda
1425,bring,bringen,apporter,portare,brengen,trazer,traer
1426,catalog,Katalog,catalogue,catalogo,catalogus,catálogo,catálogo
1430,mother,Mutter,mère,madre,moeder,mãe,madre
1431,authority,Behörde,autorité,autorità,autoriteit,autoridade,autoridad
1435,traffic,Verkehr,trafic,traffico,verkeer,trânsito,tráfico
1438,input,Eingabe,entrée,input,invoer,entrada,entrada
1439,strategy,Strategie,stratégie,strategia,strategie,estratégia,estrategia
1440,feet,Fuß,pied,piede,voet,pé,pie
1441,agent,Agent,agent,agente,agent,agente,agente
1444,modern,modern,moderne,moderno,modern,moderno,moderno
1445,senior,Senior,senior,anziano,senior,sénior,mayor
1447,sexy,sexy,sexy,sexy,sexy,sexy,sexy
1448,teaching,Unterricht,enseignement,insegnamento,onderwijs,ensino,enseñanza
1449,door,Tür,porte,porta,deur,porta,puerta
1452,trial,Prozess,procès,processo,proces,julgamento,juicio
1458,normal,normal,normal,normale,normaal,normal,normal
1460,enterprise,Unternehmen,entreprise,impresa,onderneming,empresa,empresa
1462,entire,gesamt,entier,intero,geheel,inteiro,entero
1463,educational,pädagogisch,éducatif,educativo,educatief,educativo,educativo
1466,metal,Metall,métal,metallo,metaal,metal,metal
1467,positive,positiv,positif,positivo,positief,positivo,positivo
1469,fitness,Fitness,fitness,fitness,fitness,fitness,fitness
1471,opinion,Meinung,opinion,opinione,mening,opinião,opinión
1474,football,Fußball,football,calcio,voetbal,futebol,fútbol
1475,abstract,abstrakt,abstrait,astratto,abstract,abstrato,abstracto
1477,output,Ausgabe,sortie,uscita,uitvoer,saída,salida
1482,develop,entwickeln,développer,sviluppare,ontwikkelen,desenvolver,desarrollar
1485,alternative,Alternative,alternative,alternativa,alternatief,alternativa,alternativa
1487,responsibility,Verantwortung,responsabilité,responsabilità,verantwoordelijkheid,responsabilidade,responsabilidad
1488,resolution,Auflösung,résolution,risoluzione,resolutie,resolução,resolución
1490,guest,Gast,invité,ospite,gast,convidado,invitado
1492,publication,Veröffentlichung,publication,pubblicazione,publicatie,publicação,publicación
1495,trust,Vertrauen,confiance,fiducia,vertrouwen,confiança,confianza
1498,session,Sitzung,séance,sessione,sessie,sessão,sesión
1500,photography,Fotografie,photographie,fotografia,fotografie,fotografia,fotografía
1501,republic,Republik,république,repubblica,republiek,república,república
1504,vacation,Urlaub,vacances,vacanza,vakantie,férias,vacaciones
1505,century,Jahrhundert,siècle,secolo,eeuw,século,siglo
1506,academic,akademisch,académique,accademico,academisch,académico,académico
1507,assistance,Hilfe,assistance,assistenza,hulp,assistência,asistencia
1509,skin,Haut,peau,pelle,huid,pele,piel
1517,ring,Ring,bague,anello,ring,anel,anillo
1521,mountain,Berg,montagne,montagna,berg,montanha,montaña
1524,filter,Filter,filtre,filtro,filter,filtro,filtro
1526,vehicle,Fahrzeug,véhicule,veicolo,voertuig,veículo,vehículo
1528,consider,erwägen,considérer,considerare,overwegen,considerar,considerar
1530,northern,nördlich,septentrional,settentrionale,noordelijk,setentrional,septentrional
1532,panel,Panel,panneau,pannello,paneel,painel,panel
1533,floor,Boden,sol,pavimento,vloer,chão,suelo
1543,deep,tief,profond,profondo,diep,profundo,profundo
1544,morning,Morgen,matin,mattina,ochtend,manhã,mañana
1547,rest,Ruhe,repos,riposo,rust,descanso,descanso
1548,protein,Protein,protéine,proteina,proteïne,proteína,proteína
1549,plant,Pflanze,plante,pianta,plant,planta,planta
1551,hit,treffen,frapper,colpire,raken,bater,golpear
1552,transportation,Transport,transport,trasporto,vervoer,transporte,transporte
1554,pool,Schwimmbad,piscine,piscina,zwembad,piscina,piscina
1556,politics,Politik,politique,politica,politiek,política,política
1557,partner,Partner,partenaire,partner,partner,parceiro,socio
1561,faculty,Fakultät,faculté,facoltà,faculteit,faculdade,facultad
1563,fish,Fisch,poisson,pesce,vis,peixe,pez
1564,membership,Mitgliedschaft,adhésion,iscrizione,lidmaatschap,filiação,membresía
1565,mission,Mission,mission,missione,missie,missão,misión
1566,eye,Auge,œil,occhio,oog,olho,ojo
1567,string,Schnur,ficelle,corda,touw,cordel,cuerda
1570,pack,Packung,paquet,pacco,pak,pacote,paquete
1572,stage,Bühne,scène,palco,podium,palco,escenario
1573,internal,intern,interne,interno,intern,interno,interno
1574,goods,Ware,marchandise,merce,goederen,mercadoria,mercancía
1581,race,Rennen,course,corsa,race,corrida,carrera
1583,background,Hintergrund,arrière-plan,sfondo,achtergrond,fundo,fondo
1584,target,Ziel,cible,bersaglio,doelwit,alvo,objetivo
1586,character,Charakter,caractère,carattere,karakter,carácter,carácter
1588,maintenance,Wartung,entretien,manutenzione,onderhoud,manutenção,mantenimiento
1589,ability,Fähigkeit,capacité,capacità,vermogen,capacidade,capacidad
1593,moving,beweglich,mobile,mobile,bewegend,móvel,móvil
1601,southern,südlich,méridional,meridionale,zuidelijk,meridional,meridional
1604,winter,Winter,hiver,inverno,winter,inverno,invierno
1606,battery,Batterie,batterie,batteria,batterij,bateria,batería
1607,youth,Jugend,jeunesse,gioventù,jeugd,juventude,juventud
1608,pressure,Druck,pression,pressione,druk,pressão,presión
1612,debt,Schuld,dette,debito,schuld,dívida,deuda
1613,keywords,Schlüsselwort,mot-clé,parola chiave,trefwoord,palavra-chave,palabra clave
1615,television,Fernsehen,télévision,televisione,televisie,televisão,televisión
1617,core,Kern,noyau,nucleo,kern,núcleo,núcleo
1619,purposes,Zweck,but,scopo,doel,propósito,propósito
1622,dance,Tanz,danse,danza,dans,dança,danza
1623,wood,Holz,bois,legno,hout,madeira,madera
1627,papers,Papier,papier,carta,papier,papel,papel
1630,fee,Gebühr,frais,tariffa,vergoeding,taxa,tarifa
1631,studio,Studio,studio,studio,studio,estúdio,estudio
1632,reader,Leser,lecteur,lettore,lezer,leitor,lector
1633,virtual,virtuell,virtuel,virtuale,virtueel,virtual,virtual
1634,device,Gerät,appareil,dispositivo,apparaat,dispositivo,dispositivo
1637,rent,Miete,loyer,affitto,huur,renda,alquiler
1640,dark,dunkel,sombre,scuro,donker,escuro,oscuro
1641,programming,Programmierung,programmation,programmazione,programmeren,programação,programación
1642,external,extern,externe,esterno,extern,externo,externo
1646,instructions,Anleitung,instruction,istruzione,instructie,instrução,instrucción
